merge_idx,repository,branch_name,merge_commit,parent_1,parent_2,notes
0,android-awesome/Awesome-Material,refs/heads/master,a912bac57df50a6453e27dff9f33cad3ec35fd11,5c335f077f183cd868f979d92a78146dd600291c,d09d00b35921b71202b4a415b515ffe800323a67,
1,android-awesome/Awesome-Material,refs/heads/master,151fe7d96b4278138494d81f026b7d9f52b84842,12d7302e137cf3e441774063d3f1354ca4ec06f5,098d2b8ac53a58994d2de34b30f3c7a3635b15cf,a parent is the base
2,android-awesome/Awesome-Material,refs/heads/master,12d7302e137cf3e441774063d3f1354ca4ec06f5,d07e50df8c8c703feffcb9c6117edcba920794b0,a54987c7954bad255e1cf7b1da1ba7d2b06c3984,a parent is the base
3,android-awesome/Awesome-Material,refs/heads/master,b249de96ee27207c1eb9c0aa865a62be6cda86da,a38465efd09aecf0fd27a80fc4f007830cd4393c,51c1ca6b4b256a15a569bacc40345ab11e3f411e,
4,android-awesome/Awesome-Material,refs/heads/master,a38465efd09aecf0fd27a80fc4f007830cd4393c,17a224a7c7a83a27a86d47768cc5b4fd3fa7c3ec,b5e5b717de45c6e6a6d5218d915df47044880c89,
5,android-awesome/Awesome-Material,refs/heads/master,17a224a7c7a83a27a86d47768cc5b4fd3fa7c3ec,3b3d9956df628247a9373c05bca65e820cfde7db,ac29391ee9cdbd43819d6ff12eca1796311b5b29,a parent is the base
6,android-awesome/Awesome-Material,refs/heads/master,3b3d9956df628247a9373c05bca65e820cfde7db,27d7f2f4c1e3b5c8913895e30a53bfb52f535698,0b528eaa62f543eeea622f93438862964dfe7e03,a parent is the base
7,android-awesome/Awesome-Material,refs/heads/master,f076c160d2b4829261d0bfc729ebfcafcdd29639,cebeb4a32a7154e2bf2b5c4a505a975534208712,dcd6cb78009c199569141e8c0e6bc7ad2e8718ce,a parent is the base
8,android-awesome/Awesome-Material,refs/heads/master,498465a562aba68d578d9bbba2203b401edbc758,1eff4549d0bbfab506d4429767c20313eb061778,3b7f14c23339571af6bbb36e4c05e8e31125e0ff,a parent is the base
9,android-awesome/Awesome-Material,refs/heads/master,1eff4549d0bbfab506d4429767c20313eb061778,1f3cfa9198f5b8e33b4ebdef449cdf9128caf92f,636d44df082c35911c3c630c8162982677774726,
10,android-awesome/Awesome-Material,refs/heads/master,5fb1c6099b4900b856850fedb829a4eb73a4305c,d53a2b6da7651ee858b191100a5621b561443819,c6890a8e657015526e1aa000d634f065ddc9c244,
11,android-awesome/Awesome-Material,refs/heads/master,c6890a8e657015526e1aa000d634f065ddc9c244,76377937509ca0bb8cf9eff0a20e15a544fbe593,b144514644bf38313662f0473df7e0a11d79da51,a parent is the base
