merge_idx,repository,branch_name,merge_commit,parent_1,parent_2,notes
0,square/moshi,refs/heads/master,c8cda23160b72c1a247b13c48ea74c321313d156,bec370d87b8033af9ff0734af44cfc8b37e4aca3,db892df544b2a10f23420e1be063e2d819779258,a parent is the base
1,square/moshi,refs/heads/master,bec370d87b8033af9ff0734af44cfc8b37e4aca3,892a4d9ca59cf01547f006f96c67a854a82a235b,712006352a2cde35f25e060f3d342fe3c59249bf,a parent is the base
2,square/moshi,refs/heads/master,e80149c919705481bc21230a5b0308b55d000098,7f36bdff42fadb041722d2c8f5292d5e01cf84cf,b9225882b49e36c4bec1eee954050426d1d00288,a parent is the base
3,square/moshi,refs/heads/master,7f36bdff42fadb041722d2c8f5292d5e01cf84cf,ec7c86df03b5a2fa33febd3dc17068ca93d1bf9d,f9ffc62540c019b86c18194dcc24407909c9e5da,a parent is the base
4,square/moshi,refs/heads/master,ec7c86df03b5a2fa33febd3dc17068ca93d1bf9d,56d2158882035002299a0ffc7c3d06bfe9ac3d55,e151706aa03efc3d82d5a018293d26bc804e2d21,a parent is the base
5,square/moshi,refs/heads/master,3906706dbae87d220bf14c697e476456064bf768,758e3cc4bfbc5169bf2c176f6ac14df871ba25aa,4b0a1b3ba7f91f8d698d2dd8035d966eccbb27de,a parent is the base
6,square/moshi,refs/heads/master,758e3cc4bfbc5169bf2c176f6ac14df871ba25aa,36313098525162a72ff4c25086aae675c79b00a7,db001804de9c9c8415a320edda596466711f38b0,a parent is the base
7,square/moshi,refs/heads/master,36313098525162a72ff4c25086aae675c79b00a7,217a46c3b7dea95576b8cbade60c03609d004ff8,488c001987cde7659c1f2114480db36eac79e213,a parent is the base
8,square/moshi,refs/heads/master,ee550f7a12a0a7755a5047de247d5f42c24955d3,8ca4f8b5b88042257a6085176c7083447ae24166,054fb59fcab1e8941416e0c026edea354b1db68b,a parent is the base
9,square/moshi,refs/heads/master,8ca4f8b5b88042257a6085176c7083447ae24166,c5f3b36c131c1895dec291b4da74e687c509722a,7d51df53f5fcef5946dce46d0bcd9295f37a3b3b,
10,square/moshi,refs/heads/master,c5f3b36c131c1895dec291b4da74e687c509722a,a66e88b2d9e4e226b334f6c1f4e34bd7d48ffa95,c2ef806fd04b43884c570dbe6a4f6bb7d2a8ccea,a parent is the base
11,square/moshi,refs/heads/master,a66e88b2d9e4e226b334f6c1f4e34bd7d48ffa95,8db70f0522820f468aa47ab8155f4af2a9b97dde,7259568f7ab7f8dcb34c4cbd6d92e5bdb922da0e,a parent is the base
12,square/moshi,refs/heads/master,8db70f0522820f468aa47ab8155f4af2a9b97dde,be6cd87645dcb76715aa9644f50dfe1445aadec6,153d5cb9c3f886f326694f45f69285c5d9fa67c1,a parent is the base
13,square/moshi,refs/heads/master,be6cd87645dcb76715aa9644f50dfe1445aadec6,c5a1e2439b8593f851cf4dd3991a4cb4b2dec17f,b562abcab000ee95269856efd42a3164a8707034,a parent is the base
14,square/moshi,refs/heads/master,c5a1e2439b8593f851cf4dd3991a4cb4b2dec17f,e4406919739fc1ee4952d368975a12b4d8856989,7b910b627627237d299885453d6d832729719415,a parent is the base
15,square/moshi,refs/heads/master,e4406919739fc1ee4952d368975a12b4d8856989,732a24dcc410e3f832be992bd2e881f6940d6f0e,1d870fb8e353c395b8bef32b84554fe039587422,a parent is the base
16,square/moshi,refs/heads/master,732a24dcc410e3f832be992bd2e881f6940d6f0e,b549265ed6e1c5aba9868c9fbc0a20de5b395941,03747914222efd5449829d829acb2246958d3c90,
17,square/moshi,refs/heads/master,b549265ed6e1c5aba9868c9fbc0a20de5b395941,e8fe929fe94be0aa26eefa1ae6da964aaf284509,8116e5c5b252af5d91f80e3989e9762501bda245,a parent is the base
18,square/moshi,refs/heads/master,e8fe929fe94be0aa26eefa1ae6da964aaf284509,516c0059524e091f21fb78b7cdd9efe961fa7c02,854738be843d86701f801675ad373d98a699b838,a parent is the base
19,square/moshi,refs/heads/master,04ebd09b7cd464070178b9667698f8d32bee0e8b,1c312f5516762444dd151b3587692875c2a7774b,3cae0fa999e2bb40c09d4c7c9fde47ff50d01688,a parent is the base
20,square/moshi,refs/heads/master,1c312f5516762444dd151b3587692875c2a7774b,2ae78034fd8927102ea5f481434282efade1c1a2,47f60fad524c42a53b188d4efdbe7cf500bb58ba,a parent is the base
21,square/moshi,refs/heads/master,2ae78034fd8927102ea5f481434282efade1c1a2,f8c838b9b2cacc4f0fcebfc603709d69734efe27,6179132c285a3c66b335bcba4c4116015a0eceaa,a parent is the base
22,square/moshi,refs/heads/master,f8c838b9b2cacc4f0fcebfc603709d69734efe27,6884934cbbe840e349b2cc51d586400b4dff2ef6,72586066f40cd4e5dbfd3956d7dfcc0938873801,a parent is the base
23,square/moshi,refs/heads/master,6884934cbbe840e349b2cc51d586400b4dff2ef6,4ac28dd4cba40b5ac6fd0d047906d166ea108cc1,8178de793fb1ed5fe10eb5a2f9c7d739e1daa3bd,a parent is the base
24,square/moshi,refs/heads/master,4ac28dd4cba40b5ac6fd0d047906d166ea108cc1,938796533a4ead61544e6ea3849e51b81b6d5412,78373cc724748ec35fac33edd5c9a8b1fd9fc88d,a parent is the base
25,square/moshi,refs/heads/master,938796533a4ead61544e6ea3849e51b81b6d5412,307cca58e37485a9fc1924a55edf20f7002e84ef,420824f33dc66924282095f6fdc7018cdb619e4c,
26,square/moshi,refs/heads/master,307cca58e37485a9fc1924a55edf20f7002e84ef,7fd2079e1b10e90aa2a8ab6dc6689d4ac2318169,b767eeb2c2b572bbc233e20d0d951dd561d87ed0,a parent is the base
27,square/moshi,refs/heads/master,7e1e2fe68314c1f116d619d2a3cfc8dfb8544456,2cc9ebb88e91ce8af690f1e9fa6fcb80167d41e1,1c0efcec35cd463ff6c4060a3a0977cd9adf9bc3,a parent is the base
28,square/moshi,refs/heads/master,84ca5cfd7e7bf9b87ce6d514fe570930d5145f67,84077b554b5e79de67a468645fb667ee6e7f8f65,fd07b3df7c88098bb62d981466387d23a12b4141,a parent is the base
29,square/moshi,refs/heads/master,84077b554b5e79de67a468645fb667ee6e7f8f65,9f2d30eb56915d9c1057e89e94fcbbe0ef3b72c8,f5ddef78b57d0cbd03338330950f3c8a77c05f3f,a parent is the base
