merge_idx,repository,branch_name,merge_commit,parent_1,parent_2,notes
0,Unihedro/JavaBot,refs/heads/master,e962fed01807963c1bb7a3e39ff34739146d8c08,7976bf296def4b9787d708ac25a59b591e794090,2452cafec05f7b6d5ca9547c84b6ef5caefc1140,a parent is the base
1,Unihedro/JavaBot,refs/heads/master,da1944d54eccbeaaeb713a0a715b8cb1cf7cb74e,f3b47111f837f2f658ffba371717912860fcce22,7976bf296def4b9787d708ac25a59b591e794090,
2,Unihedro/JavaBot,refs/heads/master,7976bf296def4b9787d708ac25a59b591e794090,0b713f269d724264dfda7c7f7abb0382154d3677,ec8dd3368ccab6016502271ef730f325a52a47f4,a parent is the base
3,Unihedro/JavaBot,refs/heads/master,728803cf28ddddad159fbf28cb74e2aaee2d0982,810d931ffe86af65427f971e0ebe25ac5cf48970,4a7743f19d375ad7cb7a9d9bdc6ffee06c919fdf,
4,Unihedro/JavaBot,refs/heads/master,810d931ffe86af65427f971e0ebe25ac5cf48970,774145cb987be438702e416e0cf044cc643e7990,df8c030c4b70f806c0e4ced394ef177012be32c6,
5,Unihedro/JavaBot,refs/heads/master,774145cb987be438702e416e0cf044cc643e7990,0b713f269d724264dfda7c7f7abb0382154d3677,fef73edb26a099cf0e9c7f995f7003fd4a9148af,a parent is the base
6,Unihedro/JavaBot,refs/heads/master,0b713f269d724264dfda7c7f7abb0382154d3677,ac2ddc9165c317a9cdad4480c4e0f7b1b8dc55e7,9a02f41bd562b8f5c940e2e5559a8bceab4cf681,
7,Unihedro/JavaBot,refs/heads/master,ac2ddc9165c317a9cdad4480c4e0f7b1b8dc55e7,faf576ef41569dcfdccfc1ba64ca647e6f2db670,9f57dc4272cd380dd29d26f17ba0ddb0bd677d3d,a parent is the base
8,Unihedro/JavaBot,refs/heads/master,faf576ef41569dcfdccfc1ba64ca647e6f2db670,d1909ad666cfc5c0c71fb61a038b4e9e75ba362c,59be187f5d1be8633245da1b84b5708ab34fae4b,a parent is the base
9,Unihedro/JavaBot,refs/heads/master,d1909ad666cfc5c0c71fb61a038b4e9e75ba362c,95b45ffb0e2c1c08085822cbd0224cbb457da47c,9095910a5d9e273159f1cb9d15e8fcb4c077817a,a parent is the base
10,Unihedro/JavaBot,refs/heads/master,95b45ffb0e2c1c08085822cbd0224cbb457da47c,433c06ff066120df0cd638b518ca7cc84edceaa3,31abe88345cd6ceec20abd4a4c4885d0c584a6ab,a parent is the base
11,Unihedro/JavaBot,refs/heads/master,433c06ff066120df0cd638b518ca7cc84edceaa3,dcae252f5e5ce090b412d98cd6892fdf1ccfc289,66e05ebd66900a602c984eb6e84a943cc80fc18e,a parent is the base
12,Unihedro/JavaBot,refs/heads/master,dcae252f5e5ce090b412d98cd6892fdf1ccfc289,eaf2a95580b5c14fe69bc0ee4140d7af275ff045,de0cc4ceaf7128323f1ed12aaa4aac885eac9e62,a parent is the base
13,Unihedro/JavaBot,refs/heads/master,eaf2a95580b5c14fe69bc0ee4140d7af275ff045,18d8582b33a090f6a34b56541c9b5b4cf09f3911,2dabc8f18a93b715c48c0ef54a574450913d41b7,a parent is the base
