merge_idx,repository,branch_name,merge_commit,parent_1,parent_2,notes
0,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,620acf231f08c26939fc4520ca89d1428f70b20e,239531688b5560554ab233b6b83e62b01be3aad1,4475c2d213c0b8a5cb69b50282be5a05e23dab77,a parent is the base
1,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,239531688b5560554ab233b6b83e62b01be3aad1,c46609256aba6f2c5cdce8c5b74630ae29d0f216,85f3b5d7b710808288e9b37a6e1cc22f57a4f8aa,
2,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,c46609256aba6f2c5cdce8c5b74630ae29d0f216,b71d0b87e7bd8826407c4d309ea8e351cea8c7de,65861a98aae9bbbaf33d86eb7f327204f128177a,a parent is the base
3,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,b71d0b87e7bd8826407c4d309ea8e351cea8c7de,f11ff2184894b3001bff7d920d936dd1a6f6625d,3fcc212f32e913f1e988110ac446e22e9563d606,a parent is the base
4,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,01e132c65bb21509d697267a91620c42d8c9284c,4d38fecfc8e30940b4534c07758b5bf92e1260f2,2111013ecf079a41998ddeee7a53fcaed7852f88,
5,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,cb0464bd2a9a3f092e9a324431a8bde5b9ba2fd9,77421e2e4f0b09284dfd4ff70e505374ffd0d5de,c9317844fa7a4cce8b49187ecb601e86dd3f877e,a parent is the base
6,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,01c43f021725b261d81ecf1e24a3d2add4fa3eda,fe1f6779e0360a35a08d68438e1c2e3f34447d73,68470c008ef757f702516185a634f6afe80cd658,a parent is the base
7,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,669e31a934b2931acf8ff0566983879fb85cf282,f54288ccd1c4c8f3567123e3db1c1f0e167313e9,f8e9421c0483c0630d7ffcad45a8cdf3cc068e2e,a parent is the base
8,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,9b6fc848792cb5a4b0122061ed91da886ec13960,a3161173e0ab35a8ad47383a9927457da62f4f88,a1ca8b8fbf35e9533c203be83dd1c0905c8d1948,a parent is the base
9,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,a3161173e0ab35a8ad47383a9927457da62f4f88,d3845f0f084801323f27232a686e0a60a0e3a35e,4e313647a6c8c09112ff71fad74e80266127da3b,a parent is the base
10,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,d3845f0f084801323f27232a686e0a60a0e3a35e,c7eb3daeb2c8d84915792bfe797d2c3cbb8a28b8,df2984960721ba883db927aac6593a1558a256ce,
11,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,c7eb3daeb2c8d84915792bfe797d2c3cbb8a28b8,c7330be1eb9cf3032798bbd326d3a3c93383dd13,b202d352a0ca3bc516e327fa88776dbff9442f95,a parent is the base
12,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,c7330be1eb9cf3032798bbd326d3a3c93383dd13,c4ac07292724b843a93cd442ea9f7f9e24fa0dc2,08a6ab4ae579dd2f9c5eb40453f9a71a25dfd688,a parent is the base
13,asciidoctor/asciidoctor-gradle-examples,refs/heads/master,cb7ab1dda004a5d343fd4c9ce63d90ab914b63d9,bcd45360d3ee2a34f94b31be6c708f28551c5033,e7201f0c39788c0ea6ab8a947b777c80aeb9c67f,a parent is the base
