idx,repository,branch_name,merge_commit,parent_1,parent_2,notes
0,jmanico/owasp-java-encoder,refs/heads/main,58bd93dc7e9511500cebd50b3cbf8523d6720a7d,ad296f224f1ad3c30cad46c64d8b45ec26e74fcd,351e999dcfe4fee38c4aa4bc584d15d3de2ccbb6,a parent is the base
1,jmanico/owasp-java-encoder,refs/heads/main,6309c0ad5d5a339f41dfa94384930f630d46bc4a,2b68323544370965c992c6c420ec5659c16f0a3e,90717bd9e4372a13c9b40cbb707121de6eb4fa92,
2,jmanico/owasp-java-encoder,refs/heads/main,2b68323544370965c992c6c420ec5659c16f0a3e,8524da699b00fc8deff23dd792bbb4d233399808,eeb217bb1ccca5a6e9c8dca582499535a032d8a2,a parent is the base
3,jmanico/owasp-java-encoder,refs/heads/main,8524da699b00fc8deff23dd792bbb4d233399808,a4f3d3920e2250708049063750c9ec72cbfdae35,c6e9f40037137cad5f6c2c480a0f14f1d5188145,a parent is the base
4,jmanico/owasp-java-encoder,refs/heads/main,a4f3d3920e2250708049063750c9ec72cbfdae35,2565c4952103c1cf44a7565bed6593fb7d1f732f,6380226afa0c83929c4f5a5d3aeb7d0caa0f5b4a,a parent is the base
5,jmanico/owasp-java-encoder,refs/heads/main,2565c4952103c1cf44a7565bed6593fb7d1f732f,e45f81d2abd1f531fb8adcf5fc5711be624c068f,cd2dbfe45354beff050034f532efb0d79f40d52c,a parent is the base
6,jmanico/owasp-java-encoder,refs/heads/main,6320a6d11363ae28f2c5fcca8bbb56bb0906084a,fa5c589fb6037e0b7e9bb6b21b537a5411420ac7,f5bb67496a874f04828395016cb6b0b1d95c35e9,a parent is the base
7,jmanico/owasp-java-encoder,refs/heads/main,a632819cfa85a7bbcaeceae6dc78bf48c532cfdb,4a45510d5c8dee2787441cde1b2dac2c4ed94351,8daeb092edca7692add613dde484549d4285d15e,a parent is the base
8,jmanico/owasp-java-encoder,refs/heads/main,8daeb092edca7692add613dde484549d4285d15e,d816d12b4f06c091fd998afe43f4b98f90f13b81,4a45510d5c8dee2787441cde1b2dac2c4ed94351,
9,jmanico/owasp-java-encoder,refs/heads/main,4a45510d5c8dee2787441cde1b2dac2c4ed94351,16af35cdc4043a39376c7994a898bcf7961afe23,ad91194bfe981b91b9e36cd8339b7dbb74fdc9ce,a parent is the base
10,jmanico/owasp-java-encoder,refs/heads/main,bc9a85723f3c1b4819d9aa8aa1b539787128e4ea,43cfb9c441d5bcf093b9cdbc9395f1ce88e99f11,0a23cadf3d2d7bd838f90f1073375e2b17b1f050,
11,jmanico/owasp-java-encoder,refs/heads/main,43cfb9c441d5bcf093b9cdbc9395f1ce88e99f11,ce0c16827928cdf2051fa7e3de0285728d3316de,e67663771f75bc20d1fe60cd4cde6e2c9113d015,a parent is the base
12,jmanico/owasp-java-encoder,refs/heads/main,095f2749fe164770bfc8bff9493c6bb38b81ccb2,042a88e4d8ae8348a941548e963504b8cba06d74,40955730f9b17a41d9e57719618e9c983549d48c,a parent is the base
13,jmanico/owasp-java-encoder,refs/heads/main,042a88e4d8ae8348a941548e963504b8cba06d74,81b9fdcc9ba4b38ab3c949358b117d8cd99fa150,a4398310ccfed7aa5aead0677057174b8b194879,a parent is the base
14,jmanico/owasp-java-encoder,refs/heads/main,82d874d3fc315c47905ebf264bfe2a0079f0044a,85e972bcdd7ddb10d96aae32d35ebb5c68bed007,789a380d44d1e89826c15e4654650cdab9a05dee,
15,jmanico/owasp-java-encoder,refs/heads/main,d72d0d9b3d43539dce5b58beeda5862b6f109c95,d6d3e11f9f29962429f5eaf088f9e44a18ffa1c1,cd8a32836be29f1f38255368bc590f8d771306e5,a parent is the base
16,jmanico/owasp-java-encoder,refs/heads/main,d6d3e11f9f29962429f5eaf088f9e44a18ffa1c1,b64f02d90a0ad2e829742069729eef98d0e79965,16d1f0dda835a30539b86dbfd2123013f6c2af76,a parent is the base
17,jmanico/owasp-java-encoder,refs/remotes/origin/pull/75,1abaa3e3415c220d69a933d662ff17e502e8a83b,23849de53abcace249d6f37d8fc1d2d47db40f8c,2f151ce3219efdfb7f957b6836c976382f629a26,
