idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
141068,nwjs/nw.js,C++,0.965398,4,0,0.179454,21.153847,51.615383,1,56592,0.0,27350,1,1,1,1
1744550,rogerwang/node-webkit,C++,0.96337,5,0,0.182109,49.973682,76.684212,1,54784,0.0,27350,1,1,1,1
713473,Atom/atom-shell,C++,0.908772,1,1,0.133378,149.652176,47.695652,1,37197,0.0,23940,1,1,1,1
1120030,facebook/hhvm,C++,0.953986,50,0,0.165938,261.213104,84.622948,1,1271221,0.037814,13329,1,1,1,1
1847836,Valloric/YouCompleteMe,C++,0.0,1,1,0.23709,47.485714,39.857143,1,5517,0.0,9989,1,1,1,1
1010987,BVLC/caffe,C++,0.96648,8,1,0.200379,399.055542,125.333336,1,60414,0.697561,8528,1,1,1,1
1853062,Itseez/opencv,C++,0.865717,25,0,0.177712,209.706894,66.724136,1,1499322,0.089045,8355,1,1,1,1
1853032,cocos2d/cocos2d-x,C++,0.93591,21,1,0.18435,556.375,200.196426,1,559160,0.171279,7490,1,1,1,1
1844702,keithw/mosh,C++,0.957746,5,0,0.196028,7.102041,10.0,1,11829,0.279223,4901,1,1,1,1
480902,Swordfish90/cool-old-term,C++,0.921569,1,0,0.294706,27.333332,1.111111,1,14349,0.238507,4174,1,1,1,1
465011,Swordfish90/cool-retro-term,C++,1.0,2,0,0.152527,31.733334,10.8,1,2963,0.0,4174,1,1,1,1
921490,wkhtmltopdf/wkhtmltopdf,C++,0.914286,3,0,0.339832,13.888889,9.493827,1,19419,0.0,3807,1,1,1,1
1852353,bjorn/tiled,C++,0.968338,7,1,0.146378,24.731707,12.560976,1,121562,0.002865,3751,1,1,1,1
1417250,paralect/robomongo,C++,0.873158,3,0,0.173078,32.32143,29.678572,1,1440815,0.103754,3748,1,1,1,1
348747,haoel/leetcode,C++,0.98895,1,0,0.353343,26.200001,10.0,0,10359,0.0,3687,0,1,1,1
298186,facebook/proxygen,C++,0.92,11,1,0.193848,43.200001,6.8,1,37761,0.382397,3669,1,1,1,1
147113,zealdocs/zeal,C++,0.981481,1,0,0.090006,215.0,75.0,1,6056,0.0,3533,0,1,1,1
786910,dropbox/pyston,C++,0.710027,4,1,0.160192,177.909088,38.363636,1,628088,0.002095,3515,1,1,1,1
1850689,TTimo/doom3.gpl,C++,0.891626,3,0,0.216132,2.0,0.64,1,595207,5.6e-05,3477,0,1,1,1
1269216,phusion/passenger,C++,0.763673,1,1,0.17576,40.225807,22.403227,1,479137,0.017246,3366,1,1,1,1
617872,sandstorm-io/sandstorm,C++,0.333333,2,0,0.155708,66.14286,20.785713,1,18528,0.161632,3366,1,1,1,1
117978,sandstorm-io/capnproto,C++,0.986842,1,0,0.122949,15.4,2.066667,1,90936,0.0,3310,0,1,1,1
1405418,kentonv/capnproto,C++,0.986842,1,0,0.122958,54.727272,7.727273,1,89055,0.0,3310,0,1,1,1
382474,google/brotli,C++,0.697674,2,0,0.058748,8.823529,3.352941,1,26465,0.009462,3200,1,1,1,1
689112,facebookarchive/scribe,C++,0.956522,15,0,0.209598,1.761194,0.044776,1,8159,0.026387,3183,1,1,1,1
1526642,ideawu/ssdb,C++,0.940239,3,0,0.142343,34.653847,23.730768,1,114360,0.080644,3155,1,1,1,1
1852752,TrinityCore/TrinityCore,C++,0.955224,26,1,0.071544,316.013,192.259735,1,2578721,0.005427,3147,1,1,1,1
1771148,tesseract-ocr/tesseract,C++,0.920133,4,0,0.218415,9.6,0.021053,1,171961,0.067284,3076,1,1,1,1
658169,sass/libsass,C++,0.944444,5,1,0.141736,62.37838,20.405405,1,22483,0.06925,3013,1,1,1,1
1202067,lovell/sharp,C++,0.444444,1,1,0.083214,19.052631,9.894737,1,5682,0.0,2963,1,1,1,1
605432,Automattic/node-canvas,C++,1.0,2,1,0.156521,22.283018,3.056604,1,8842,0.094806,2927,1,1,1,1
1851354,LearnBoost/node-canvas,C++,1.0,10,1,0.159037,5.023256,6.697674,1,8292,0.095773,2927,1,1,1,1
793473,webscalesql/webscalesql-5.6,C++,0.927087,6,0,0.192106,16.611111,0.555556,1,1760357,0.021991,2914,1,1,1,1
1789610,racaljk/hosts,C++,1.0,1,0,0.0,5.375,0.5,0,309,0.0,2818,0,0,1,0
682834,telegramdesktop/tdesktop,C++,0.947368,1,0,0.060924,46.099998,61.099998,1,186050,0.0,2803,0,1,1,1
1741338,philsquared/Catch,C++,0.723404,1,1,0.083434,13.86,5.72,1,19713,0.578139,2802,1,1,1,1
1852851,LaurentGomila/SFML,C++,0.857488,7,0,0.54784,33.824326,11.837838,1,46996,0.132027,2627,1,1,1,1
1581553,visualfc/liteide,C++,0.925606,1,0,0.140097,40.851852,15.296296,1,118550,0.016803,2574,1,1,1,1
1419577,tjanczuk/edge,C++,1.0,3,1,0.171516,22.416668,10.541667,1,6870,0.0,2568,1,1,1,1
379350,breach/thrust,C++,0.888158,1,0,0.172029,30.9,5.5,1,16225,0.0,2513,0,1,1,1
16003,dmlc/xgboost,C++,0.966292,3,0,0.270339,120.0,14.0,1,20232,0.028758,2475,1,1,1,1
