idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
915766,neovim/neovim,C,0.477477,18,1,0.202601,648.785706,169.571426,1,319289,0.789945,17395,1,1,1,1
72,antirez/redis,C,0.856187,2,0,0.166095,112.430557,34.652779,1,119632,0.165989,16713,1,1,1,1
1850570,git/git,C,0.94332,12,0,0.104712,160.092438,1.033613,1,345101,0.034493,11964,1,1,1,1
1025152,SamyPesse/How-to-Make-a-Computer-Operating-System,C,0.710059,1,0,0.128031,14.333333,5.2,1,23414,0.471604,10015,1,1,1,1
1852248,scikit-learn/scikit-learn,C,0.710843,32,1,0.331536,359.387085,73.645164,1,388569,0.0,9852,1,1,1,1
1852007,php/php-src,C,0.859229,27,1,0.137785,93.759773,6.759777,1,1099641,0.127474,8674,1,1,1,1
1846926,ggreer/the_silver_searcher,C,0.909091,3,1,0.061177,43.549999,16.424999,1,5136,0.0,8157,1,1,1,1
1724063,libgdx/libgdx,C,0.794953,15,0,0.183033,122.132072,52.735847,1,706382,0.025919,8110,1,1,1,1
630630,irungentoo/toxcore,C,0.961538,14,1,0.231362,151.761902,21.619047,1,29992,0.226834,7724,1,1,1,1
1747513,wg/wrk,C,0.921687,1,0,0.090942,2.222222,3.416667,1,80098,0.032541,7658,1,1,1,1
1850259,phalcon/cphalcon,C,0.662371,5,1,0.142751,167.026321,111.684212,1,305138,0.0,6416,1,1,1,1
1849641,OpenEmu/OpenEmu,C,0.312343,7,0,0.235365,62.18919,25.635136,1,56521,0.033155,6329,1,1,1,1
1679880,stedolan/jq,C,0.918919,3,1,0.07474,23.1875,22.40625,1,28563,0.701678,6136,1,1,1,1
1852208,b4winckler/macvim,C,0.744589,1,0,0.179749,20.0,1.0,1,523836,0.005419,5225,1,1,1,1
67,liuliu/ccv,C,0.899225,1,1,0.290646,15.842105,2.421053,1,145095,0.74297,5062,1,1,1,1
530025,sdegutis/mjolnir,C,0.72973,2,0,0.137808,21.142857,13.428571,0,17131,0.011127,4807,1,1,1,1
1752769,mjolnir-io/mjolnir,C,0.650602,1,1,0.13195,159.75,17.0,1,19382,0.011045,4807,1,1,1,1
463020,octalmage/robotjs,C,0.372549,1,0,0.209918,13.833333,3.0,1,4720,0.358887,4608,1,1,1,1
61,DrKLO/Telegram,C,0.810573,1,0,0.220572,17.647058,57.529411,1,345079,0.56274,4396,1,1,1,1
1852647,memcached/memcached,C,0.903226,8,0,0.128724,6.362319,1.492754,1,17864,0.845156,4371,1,1,1,1
1236300,robertdavidgraham/masscan,C,0.785714,1,1,0.250644,21.411764,8.705882,1,26862,0.270575,4199,1,1,1,1
615665,uranusjr/macdown,C,0.904762,1,1,0.099064,75.555557,36.666668,1,11507,0.230482,4043,1,1,1,1
1440626,alibaba/tengine,C,0.948718,13,1,0.063336,26.794872,15.615385,1,200434,0.0,3924,1,1,1,1
1261755,torch/torch7,C,0.681159,7,1,0.049518,11.631579,4.973684,1,22342,0.0,3901,1,1,1,1
1062293,fogleman/Craft,C,0.972727,1,0,0.272961,61.909092,13.818182,1,166860,0.54283,3802,1,1,1,1
1756053,wandoulabs/codis,C,0.851224,3,1,0.163623,98.199997,34.200001,1,266067,0.140512,3767,1,1,1,1
1352263,facebook/watchman,C,0.971014,3,1,0.10463,13.818182,4.090909,1,20887,0.121679,3733,1,1,1,1
1020705,coolwanglu/vim.js,C,0.794444,1,0,0.178231,15.8,2.133333,1,501152,0.005613,3660,1,1,1,1
1226966,google/gumbo-parser,C,0.6875,3,1,0.027687,20.684212,15.210526,1,106635,0.958606,3553,1,1,1,1
1853172,joyent/libuv,C,0.0,10,0,0.0,82.659088,38.25,0,1,0.0,3421,0,1,1,1
1851282,mruby/mruby,C,0.880734,10,1,0.143299,184.971436,79.514282,0,49712,0.012289,3408,1,1,1,1
1851458,vmg/redcarpet,C,0.944444,10,1,0.100756,13.5625,10.1875,1,7612,0.511633,3322,1,1,1,1
1568964,shadowsocks/shadowsocks-android,C,0.799814,1,1,0.217788,20.730768,9.884615,1,548873,0.062815,3304,1,1,1,1
796215,draios/sysdig,C,0.564516,4,1,0.1725,143.428574,22.785713,1,43568,0.060809,3271,1,1,1,1
1814929,wishstudio/flinux,C,0.520408,1,0,0.13386,76.5,19.0,1,15926,0.0,3234,0,1,1,1
12641,vim/vim,C,0.8,1,0,0.18009,0.844961,0.093023,1,506197,0.005462,3214,0,0,1,1
695939,nothings/stb,C,0.791667,3,0,0.128142,58.75,11.625,0,55179,0.724722,3173,1,1,1,1
1273313,matyhtf/swoole,C,0.926829,1,1,0.12039,56.083332,7.25,1,22298,0.066091,3169,1,1,1,1
1739620,lpereira/lwan,C,0.982143,1,0,0.150434,31.297297,2.432432,1,11565,0.423265,3035,1,1,1,1
1849612,kr/beanstalkd,C,0.888889,3,0,0.065251,2.8,3.9,1,7094,0.0,3026,1,1,1,1
330257,jgm/CommonMark,C,0.0,1,0,0.106383,192.875,22.5,1,971,0.0,2976,0,1,1,1
1603402,pagespeed/ngx_pagespeed,C,0.5,2,0,0.220041,62.515152,29.848486,1,6432,0.0,2920,1,1,1,1
1747042,jonas/tig,C,0.91358,1,1,0.087801,19.342466,5.027397,1,24810,0.006537,2877,1,1,1,1
1401814,orangeduck/libCello,C,0.923077,3,0,0.063537,6.5,3.1,1,7714,0.32024,2834,1,1,1,1
1038016,Xfennec/cv,C,0.833333,4,0,0.051532,4.2,2.8,1,723,0.0,2805,1,1,1,1
654664,Realm/jazzy,C,0.0,2,1,0.061129,40.222221,22.444445,1,2769,0.0,2778,1,1,1,1
607070,dart-lang/chromedeveditor,C,0.125,5,0,0.148801,336.055542,72.277779,1,221942,0.0,2762,1,1,1,1
970170,micropython/micropython,C,0.7876,3,1,0.344592,250.352936,68.117645,1,298835,0.0952,2732,1,1,1,1
1849514,kripken/sql.js,C,1.0,1,1,0.159629,5.764706,2.588235,1,303541,0.988861,2717,1,1,1,1
65,bagder/curl,C,0.90161,8,1,0.239475,69.396225,3.641509,1,139709,0.150401,2665,1,1,1,1
1852105,numpy/numpy,C,0.719512,22,1,0.335741,118.530121,69.277107,1,239308,0.025644,2654,1,1,1,1
1186540,nanomsg/nanomsg,C,0.832727,9,0,0.255002,28.619047,12.904762,1,27674,0.065904,2598,1,1,1,1
1524940,jedisct1/libsodium,C,0.822086,1,1,0.075516,67.153847,9.423077,1,22955,0.075433,2586,1,1,1,1
1616700,philipl/pifs,C,1.0,1,0,0.080247,0.740741,1.148148,1,519,0.0,2571,0,0,1,1
967796,SoftEtherVPN/SoftEtherVPN,C,0.73913,3,0,0.183687,6.428571,9.714286,1,325071,0.0,2569,1,1,1,1
1177304,cesanta/mongoose,C,1.0,1,0,0.086418,17.480768,5.384615,1,8151,0.706644,2446,1,1,1,1
182531,valenok/mongoose,C,1.0,0,0,0.086407,0.0,0.0,1,8152,0.706689,2440,0,0,1,1
564570,zzmp/juliusjs,C,0.142857,1,1,0.171966,28.0,6.333333,1,13847,0.0,2384,1,1,1,1
1168038,jp9000/obs-studio,C,0.910876,3,0,0.172211,24.013605,2.863946,1,169637,0.064848,2349,1,1,1,1
1512841,koral--/android-gif-drawable,C,0.933333,1,1,0.251345,14.538462,5.423077,1,4289,0.0,2348,1,1,1,1
1852727,laruence/php-yaf,C,0.734375,2,1,0.209632,7.810811,4.243243,1,11130,0.0,2292,1,1,1,1
467258,visit1985/mdp,C,0.8125,2,0,0.292261,33.0,12.142857,1,1899,0.090679,2279,1,1,1,1
1850711,radare/radare2,C,0.863561,7,1,0.120861,140.297302,60.513515,1,385005,0.029608,2262,1,1,1,1
1851736,OpenKinect/libfreenect,C,0.695652,16,0,0.281149,14.352941,8.588235,1,30445,0.100033,2246,1,1,1,1
1852309,cjdelisle/cjdns,C,0.822545,8,1,0.091444,72.979591,15.489796,1,231436,0.184171,2196,1,1,1,1
1652427,jp9000/OBS,C,0.75,6,0,0.056265,73.866669,14.6,1,574319,0.023411,2182,1,1,1,1
1731747,rui314/8cc,C,0.7625,1,0,0.09195,21.567568,1.648649,1,9843,0.036314,2169,1,1,1,1
1852470,luvit/luvit,C,0.5,3,1,0.107836,63.833332,18.142857,1,19079,0.0,2169,1,1,1,1
1850884,laverdet/node-fibers,C,1.0,1,0,0.221287,3.87234,4.787234,1,2808,0.0,2165,0,1,1,1
1525555,openssl/openssl,C,0.923591,11,0,0.191884,28.642857,2.1875,1,431899,0.086286,2150,1,1,1,1
800581,kanaka/mal,C,0.92,2,0,0.080884,34.0,3.785714,1,59730,0.0,2135,1,1,1,1
1847007,scipy/scipy,C,0.886756,32,1,0.327865,123.038963,68.077919,1,388277,0.03274,2127,1,1,1,1
1123389,vysheng/tg,C,0.8,3,1,0.100515,47.866669,30.799999,1,12872,0.925547,2087,1,1,1,1
1845227,kivy/python-for-android,C,0.76912,6,0,0.224605,14.307692,8.435897,1,577106,0.183587,2066,1,1,1,1
1176411,cloudius-systems/osv,C,0.643192,12,0,0.209069,190.263153,29.894737,1,363309,0.07644,2026,1,1,1,1
1848155,postgres/postgres,C,0.918949,7,0,0.267724,154.17392,0.130435,1,793175,0.007828,1909,1,1,1,1
1849870,probablycorey/wax,C,0.66,2,0,0.131583,2.692308,0.769231,1,21237,0.176841,1900,1,1,1,1
843485,mozilla/mozjpeg,C,0.797101,3,0,0.193026,25.090908,7.136364,1,87845,0.029463,1897,1,1,1,1
1847238,nelhage/reptyr,C,0.708333,1,1,0.177847,4.0,1.166667,1,2465,0.132743,1891,1,1,1,1
1477092,google/ios-webkit-debug-proxy,C,0.966667,1,0,0.156362,2.08,3.6,1,7022,0.0,1890,0,1,1,1
1326494,jorisvink/kore,C,0.974359,1,0,0.078145,24.190475,1.714286,1,10425,0.0,1880,0,1,1,1
1189714,jasarien/Provenance,C,0.755668,1,0,0.158348,6.736842,3.263158,1,345846,0.023978,1878,1,1,1,1
1675847,krakjoe/pthreads,C,0.764706,2,1,0.241637,23.933332,13.733333,1,7082,0.0,1829,1,1,1,1
1231803,buaazp/zimg,C,0.952381,1,1,0.181033,12.947368,3.578947,1,13821,0.077233,1808,1,1,1,1
1604307,redis/hiredis,C,0.923077,4,1,0.221463,8.224138,4.568966,1,4907,0.668942,1790,1,1,1,1
586325,krzyzanowskim/CryptoSwift,C,0.5,1,0,0.176129,30.0,6.0,1,2679,0.0,1739,0,1,1,1
1757564,glfw/glfw,C,0.988235,1,0,0.184081,34.828571,13.942857,1,36476,0.049088,1732,1,1,1,1
1852537,toland/qlmarkdown,C,0.333333,7,0,0.163043,1.133333,0.653333,0,791,0.0,1731,0,0,1,1
1605892,contiki-os/contiki,C,0.756879,18,1,0.32346,103.561905,9.933333,1,332876,0.004804,1731,1,1,1,1
1114267,amscanne/huptime,C,0.7,1,1,0.245711,6.733333,1.466667,1,2933,0.0,1724,1,1,1,1
