idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
295913,dotnet/corefx,C#,0.960106,23,0,0.131423,524.5,327.75,1,1273378,0.604294,9176,1,1,1,1
1080820,Mantle/Mantle,C#,0.0,8,1,0.275653,31.1,8.366667,1,4429,0.0,8885,1,1,1,1
1853044,SignalR/SignalR,C#,0.921986,6,0,0.151789,180.558136,80.930229,1,177726,0.334832,5569,1,1,1,1
1850662,NancyFx/Nancy,C#,0.978214,13,1,0.117349,60.478874,27.422535,1,147535,0.428081,3769,1,1,1,1
1851181,hbons/SparkleShare,C#,0.985294,2,0,0.098581,67.423729,28.305084,1,13429,0.0,3571,1,1,1,1
1847027,moxiecode/plupload,C#,0.0,2,0,0.29885,15.453125,19.0625,1,13224,0.0,3479,1,1,1,1
1853136,AutoMapper/AutoMapper,C#,0.964179,1,0,0.041477,10.027027,9.567568,1,74291,0.619082,3251,1,1,1,1
1852262,ServiceStack/ServiceStack,C#,0.924822,1,0,0.076609,78.959999,13.546667,1,283600,0.24681,3204,1,1,1,1
1851269,restsharp/RestSharp,C#,0.870748,31,0,0.171896,17.390625,11.15625,1,24654,0.249159,3159,1,1,1,1
152830,shadowsocks/shadowsocks-csharp,C#,0.932584,1,0,0.243486,59.0,27.5,1,12840,0.01354,2983,1,1,1,1
1852846,Redth/PushSharp,C#,0.860294,1,0,0.1707,11.65625,14.375,1,14226,0.067095,2967,1,1,1,1
1852292,JamesNK/Newtonsoft.Json,C#,0.958484,1,0,0.054989,12.777778,8.428571,1,372108,1.037776,2800,1,1,1,1
711856,aspnet/Mvc,C#,0.961207,11,0,0.19394,402.600006,131.333328,1,142789,0.555776,2759,1,1,1,1
20651,Microsoft/msbuild,C#,0.973783,12,0,0.255416,0.0,0.0,1,294343,0.460653,2474,1,0,1,1
14120,Microsoft/Windows-universal-samples,C#,0.907028,2,0,0.19374,0.0,0.0,1,564004,0.0,2463,0,0,1,0
1848342,icsharpcode/ILSpy,C#,0.955499,5,0,0.178869,16.428572,12.142857,1,355921,0.189254,2229,1,1,1,1
1851488,MahApps/MahApps.Metro,C#,0.850746,9,0,0.086984,66.693878,38.816326,1,52334,0.023191,2103,1,1,1,1
1652759,reactiveui/ReactiveUI,C#,0.913534,3,0,0.162023,59.807018,14.649123,1,33195,0.255166,2078,1,1,1,1
921712,qianlifeng/Wox,C#,0.836449,3,1,0.180106,49.846153,19.769232,1,69112,0.011065,1978,1,1,1,1
119130,JuliusSweetland/OptiKey,C#,0.802326,1,0,0.03228,187.5,16.5,1,28662,0.0,1962,0,1,1,1
1852200,jaredpar/VsVim,C#,0.935135,1,1,0.147995,27.313725,17.450979,1,103072,0.704687,1891,1,1,1,1
1741894,Glimpse/Glimpse,C#,0.883388,3,0,0.186077,44.408161,18.387754,1,110854,0.267712,1629,1,1,1,1
1095172,Squirrel/Squirrel.Windows,C#,0.884615,4,0,0.044337,16.166668,8.388889,1,145127,0.156468,1617,1,1,1,1
115109,dotnet/orleans,C#,0.852405,6,0,0.204344,206.0,98.0,1,91790,0.039822,1583,1,1,1,1
974400,rogeralsing/Pigeon,C#,0.907216,1,0,0.175391,103.333336,13.166667,1,42757,0.179479,1568,1,1,1,1
810946,akkadotnet/akka.net,C#,0.912162,4,1,0.142022,123.583336,60.5,1,105483,0.226121,1568,1,1,1,1
1852617,mono/monodevelop,C#,0.968919,6,0,0.165264,273.131592,7.5,1,819378,0.06257,1550,1,1,1,1
1852344,robconery/massive,C#,1.0,16,0,0.184874,4.210526,6.763158,1,2231,0.0,1509,1,1,1,1
70779,FransBouma/massive,C#,1.0,10,0,0.184,2.5,0.326087,1,2506,0.0,1509,1,1,1,1
1435675,scriptcs/scriptcs,C#,0.893878,6,1,0.037564,70.32,40.560001,1,17667,0.298865,1495,1,1,1,1
1746558,ravendb/ravendb,C#,0.978589,4,0,0.132476,160.018875,3.603774,1,981515,0.48839,1465,1,1,1,1
1654064,NLog/NLog,C#,0.893654,3,0,0.168863,11.661417,4.637795,1,185009,0.381694,1462,1,1,1,1
836567,SonyWWS/ATF,C#,0.65149,2,0,0.177883,9.75,2.916667,1,343662,0.0,1431,1,1,1,1
1164645,MvvmCross/MvvmCross,C#,0.817308,10,0,0.145376,26.653847,22.923077,1,91960,0.084054,1426,1,1,1,1
520384,TheBerkin/MH3,C#,0.837838,1,0,0.110905,0.0,0.0,1,2864,0.01915,1418,0,0,1,1
452446,TheBerkin/Rant,C#,0.87395,1,0,0.185612,47.0,5.571429,1,11737,0.026064,1418,1,1,1,1
