idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
1847094,nostra13/Android-Universal-Image-Loader,Java,0.966292,1,1,0.401791,24.794872,24.564102,1,8048,0.027954,11864,1,1,1,1
489822,ReactiveX/RxJava,Java,0.987805,7,1,0.286461,105.583336,20.0,1,56771,0.608368,11241,1,1,1,1
1501048,Netflix/RxJava,Java,0.990792,8,0,0.316681,121.206894,56.206898,1,73121,0.562966,11241,1,1,1,1
1726964,getlantern/lantern,Java,0.0,3,1,0.170559,113.255814,54.023254,1,37409,0.0,11064,1,1,1,1
508067,iluwatar/java-design-patterns,Java,0.984127,3,1,0.201877,50.142857,5.428571,1,5215,0.028236,10091,1,1,1,1
1849143,square/retrofit,Java,0.888889,11,1,0.227027,22.018518,14.907407,1,7291,0.447666,10050,1,1,1,1
787881,google/iosched,Java,0.988095,11,1,0.272028,4.4,4.4,1,53657,0.031718,10036,1,1,1,1
1852271,square/okhttp,Java,0.995595,3,1,0.185243,64.195648,32.108696,1,40493,0.522739,9133,1,1,1,1
66,jfeinstein10/SlidingMenu,Java,0.942857,4,0,0.211891,14.461538,27.115385,1,4170,0.0,8939,1,1,1,1
1354666,square/picasso,Java,1.0,3,1,0.157221,61.880001,38.400002,1,10520,0.412693,8899,1,1,1,1
1852298,nathanmarz/storm,Java,0.988864,4,0,0.179984,67.25,28.678572,1,67994,0.0,8761,1,1,1,1
1847130,greenrobot/EventBus,Java,0.962264,1,1,0.181031,7.096774,5.258065,1,5176,0.141036,8337,1,1,1,1
1851780,loopj/android-async-http,Java,0.907895,5,1,0.315193,16.9375,17.5,1,7439,0.0,8280,1,1,1,1
9297,facebook/fresco,Java,0.979821,3,0,0.290315,0.0,0.0,1,39487,0.267635,8072,1,0,1,0
1850363,zxing/zxing,Java,0.985169,3,1,0.245912,48.0,8.921053,1,51043,0.145698,7714,1,1,1,1
310459,google/guava,Java,0.970081,6,1,0.259838,42.594204,2.811594,1,271747,0.443037,7547,1,1,1,1
1853177,github/android,Java,0.986755,3,1,0.198801,67.243904,18.609756,1,58020,0.060741,7542,1,1,1,1
1433088,JakeWharton/butterknife,Java,0.967742,2,1,0.085417,15.75,10.166667,1,6685,0.595888,7421,1,1,1,1
727081,PhilJay/MPAndroidChart,Java,0.971014,1,0,0.281739,65.0,43.909092,1,16112,0.0,7414,0,1,1,1
747530,PhilJay/MPChart,Java,0.971014,0,0,0.281856,0.0,0.0,1,16164,0.0,7385,0,0,1,0
1853167,JakeWharton/ActionBarSherlock,Java,0.951515,1,1,0.282258,35.955555,26.022223,1,34381,0.00079,7162,1,1,1,1
1851118,excilys/androidannotations,Java,0.921418,7,1,0.357602,41.019608,26.843138,1,29808,0.154929,6987,1,1,1,1
115493,JakeWharton/ViewPagerIndicator,Java,0.954545,1,0,0.14677,8.416667,1.333333,1,4362,0.0,6896,0,1,1,1
1279592,bumptech/glide,Java,0.995294,1,1,0.167948,46.099998,18.700001,1,35856,0.500238,6826,1,1,1,1
1853098,netty/netty,Java,0.938009,3,1,0.289871,160.291138,45.632912,1,172248,0.233076,6216,1,1,1,1
431843,navasmdc/MaterialDesignLibrary,Java,0.888889,3,0,0.146564,20.666668,71.666664,1,4686,0.0,6087,1,1,1,1
1843850,WhisperSystems/TextSecure,Java,0.989975,7,1,0.16176,60.487179,71.974358,1,72651,0.000641,5658,1,1,1,1
489762,ReactiveX/RxAndroid,Java,0.957746,10,1,0.209464,11.028571,4.285714,1,4882,0.470009,5259,1,1,1,1
1586127,Netflix/Hystrix,Java,0.932203,4,1,0.306922,39.0,20.25,1,32862,0.558449,5230,1,1,1,1
297725,ksoichiro/Android-ObservableScrollView,Java,0.978102,1,1,0.221608,51.75,24.25,1,13260,0.216095,5154,1,1,1,1
1852150,clojure/clojure,Java,0.982036,17,0,0.189033,10.736842,0.929825,1,67852,0.000729,5087,1,1,1,1
818993,winterbe/java8-tutorial,Java,0.6875,1,0,0.117722,6.416667,0.166667,1,2090,0.0,5054,0,0,1,1
