idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
1852719,zurb/foundation,PHP,0.0,26,1,0.100516,203.512192,157.756104,1,35198,0.0,22636,1,1,1,1
1852395,laravel/laravel,PHP,0.160714,5,0,0.16502,92.444443,67.199997,0,12859,0.01486,21738,1,1,1,1
1853042,symfony/symfony,PHP,0.958455,81,1,0.180115,357.596771,236.5,1,457770,0.34386,11792,1,1,1,1
411171,bcit-ci/CodeIgniter,PHP,0.832765,23,1,0.458325,71.951454,21.252426,1,37211,0.188354,11731,1,1,1,1
63,fzaninotto/Faker,PHP,0.997041,44,1,0.087905,29.512196,13.439024,1,56326,0.034134,7867,1,1,1,1
1196531,roots/roots,PHP,0.107143,7,1,0.257143,32.065216,11.217391,1,1532,0.0,6811,1,1,1,1
82668,roots/sage,PHP,0.107143,4,1,0.252732,63.0,24.666668,1,1566,0.0,6810,1,1,1,1
681823,phacility/phabricator,PHP,0.993141,4,0,0.085697,51.862637,1.269231,1,356879,0.008172,6496,1,1,1,1
1850013,guzzle/guzzle,PHP,0.960784,1,1,0.193139,57.704544,22.909092,1,8511,0.53231,6439,1,1,1,1
82369,slimphp/Slim,PHP,0.931818,10,1,0.398912,17.315788,10.157895,1,5219,0.619602,6428,1,1,1,1
1851536,cakephp/cakephp,PHP,0.966667,11,1,0.373653,219.338989,55.533897,1,123126,0.65159,6310,1,1,1,1
1852171,Automattic/_s,PHP,0.409091,23,1,0.23613,22.842106,19.263159,1,2352,0.0,6117,1,1,1,1
1669027,serbanghita/Mobile-Detect,PHP,0.2,2,1,0.101515,9.442857,5.285714,1,9542,0.158066,5633,1,1,1,1
1785148,PHPMailer/PHPMailer,PHP,0.122807,2,1,0.287829,7.151899,4.341772,1,8822,0.217139,5556,1,1,1,1
1852788,PHPOffice/PHPExcel,PHP,0.98895,1,1,0.382765,20.527273,9.763636,1,70958,0.058336,5481,1,1,1,1
1853111,zendframework/zf2,PHP,0.832603,69,1,0.254818,356.704224,109.253525,1,457225,0.31894,5326,1,1,1,1
1066762,zurb/ink,PHP,0.416667,3,0,0.192331,12.117647,7.352941,1,10513,0.768621,5166,1,1,1,1
1851096,piwik/piwik,PHP,0.963511,5,1,0.214579,229.695648,76.184784,1,708836,0.056512,5159,1,1,1,1
73,sebastianbergmann/phpunit,PHP,0.957071,2,1,0.363236,45.076923,16.567308,1,22636,0.624396,4994,1,1,1,1
1553669,laravel/framework,PHP,0.981697,45,1,0.410045,327.346161,302.5,1,48186,0.361267,4819,1,1,1,1
1852698,yiisoft/yii,PHP,0.501753,15,1,0.07855,78.224998,41.400002,1,766068,0.021149,4594,1,1,1,1
1850967,Seldaek/monolog,PHP,0.993289,49,1,0.318878,23.612246,11.877551,1,9673,0.183877,4380,1,1,1,1
1684366,owncloud/core,PHP,0.941241,18,0,0.229331,630.049988,268.233337,1,321525,0.025085,4179,1,1,1,1
1659476,briannesbitt/Carbon,PHP,0.470588,6,1,0.282995,16.533333,11.333333,1,4115,0.010681,4025,1,1,1,1
1602270,reactphp/react,PHP,0.1875,4,1,0.086957,25.857143,9.0,1,549,0.013072,3960,1,1,1,1
290839,cachethq/Cachet,PHP,0.434043,2,1,0.239847,417.75,135.5,1,11582,0.002046,3833,1,1,1,1
