idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
1852494,jakubroztocil/httpie,Python,0.955556,1,1,0.191429,17.756758,9.0,1,3733,0.354409,21283,1,1,1,1
1853015,mitsuhiko/flask,Python,0.951613,24,1,0.26843,40.610168,25.016949,1,8946,0.485805,18632,1,1,1,1
1853109,kennethreitz/requests,Python,0.783133,27,0,0.245077,81.571426,54.734695,1,12464,0.102731,17708,1,1,1,1
1852212,rg3/youtube-dl,Python,0.994595,5,1,0.044768,107.5,67.112503,1,55167,0.041396,14459,1,1,1,1
294469,letsencrypt/lets-encrypt-preview,Python,0.844444,3,1,0.26236,150.111115,37.888889,1,9480,0.518153,12510,1,1,1,1
707304,ericdouglas/MIT-computer-science-and-engineering,Python,0.166667,2,0,0.576826,66.0,0.0,1,328,0.0,11936,1,0,1,1
1809548,shadowsocks/shadowsocks,Python,0.0,1,0,0.0,55.5,21.0,1,1,0.0,11849,0,1,1,1
1039704,karan/Projects,Python,0.0,3,0,0.0,7.944444,2.388889,1,196,0.0,9457,1,1,1,1
1853012,ipython/ipython,Python,0.868649,9,1,0.255457,249.717651,98.694115,1,128078,0.294622,8635,1,1,1,1
1723804,getsentry/sentry,Python,0.845336,1,1,0.070341,114.060974,20.54878,1,96089,0.118306,8483,1,1,1,1
1852392,kennethreitz/python-guide,Python,0.5,53,1,0.168091,28.125,11.416667,1,885,0.0,8222,1,1,1,1
1852868,faif/python-patterns,Python,0.9,13,0,0.32434,4.909091,2.454545,0,1265,0.0,7811,0,1,1,1
986064,orchardup/fig,Python,0.883721,3,1,0.091641,126.428574,55.714287,1,4809,0.146752,7111,1,1,1,1
82707,docker/compose,Python,0.871795,8,1,0.074742,24.333332,31.333332,1,6243,0.330451,7111,1,1,1,1
1852280,fabric/fabric,Python,0.875,2,1,0.370425,31.848837,18.83721,1,7192,0.462236,6689,1,1,1,1
1849945,apenwarr/sshuttle,Python,0.9,1,0,0.167843,7.37037,1.296296,1,4226,0.0,6547,0,1,1,1
281167,mailpile/Mailpile,Python,0.972222,2,1,0.086469,37.444443,29.222221,1,55089,0.040025,6329,1,1,1,1
1671831,pagekite/Mailpile,Python,0.980952,3,1,0.083184,109.083336,29.944445,1,52976,0.042211,6329,1,1,1,1
1852942,saltstack/salt,Python,0.942827,17,1,0.072803,1004.387756,469.244904,1,248165,0.148945,6229,1,1,1,1
869706,binux/pyspider,Python,0.880952,1,1,0.086591,35.615383,13.076923,1,13300,0.296023,6101,1,1,1,1
1848059,pydata/pandas,Python,0.909091,16,1,0.177833,242.985291,144.117645,1,199000,0.622516,5753,1,1,1,1
1851825,getpelican/pelican,Python,0.771429,48,1,0.065122,47.981819,30.763636,1,19465,0.242197,5498,1,1,1,1
1598870,Lokaltog/powerline,Python,0.924138,2,1,0.035139,86.5,50.041668,1,21773,0.268447,5455,1,1,1,1
281226,powerline/powerline,Python,0.925466,1,1,0.035046,62.285713,21.428572,1,23852,0.282254,5455,1,1,1,1
1852075,sqlmapproject/sqlmap,Python,0.838275,1,0,0.155262,62.066666,26.444445,1,62280,0.0,5410,0,1,1,1
1849091,tomchristie/django-rest-framework,Python,0.882883,29,1,0.157562,112.84314,55.627453,1,30898,0.490193,5401,1,1,1,1
1852505,boto/boto,Python,0.858136,45,1,0.437495,66.745094,30.90196,1,77312,0.217323,5367,1,1,1,1
144539,XX-net/XX-Net,Python,0.939962,1,0,0.226432,41.5,46.5,1,125556,0.019865,5249,1,1,1,1
113584,donnemartin/ipython-data-notebooks,Python,0.086957,1,0,0.360544,79.0,0.0,1,252,0.159574,4976,1,0,1,1
1737523,nicolargo/glances,Python,0.909091,2,1,0.30053,39.282051,13.641026,1,9393,0.055949,4696,1,1,1,1
1847969,square/SocketRocket,Python,0.6,10,0,0.244292,6.416667,6.361111,1,3411,0.0,4676,1,1,1,1
1626226,fxsjy/jieba,Python,0.836735,2,0,0.000587,15.344828,7.931034,1,194548,0.009168,4542,1,1,1,1
1306806,mitmproxy/mitmproxy,Python,0.887218,2,1,0.222717,32.6875,13.53125,1,67441,0.021743,4537,1,1,1,1
494718,mail-in-a-box/mailinabox,Python,0.882353,2,0,0.25207,42.315788,14.105263,1,6420,0.049408,4523,1,1,1,1
841877,facebook/chisel,Python,1.0,9,0,0.087782,15.583333,7.333333,1,1675,0.0,4508,1,1,1,1
1852191,sampsyo/beets,Python,0.984252,8,1,0.20572,63.2561,16.902439,1,36957,0.406457,4498,1,1,1,1
1666869,bup/bup,Python,0.947368,2,0,0.143059,17.625,0.333333,1,17142,0.0,4396,1,1,1,1
1064211,shipyard/shipyard,Python,0.0,1,1,0.127729,35.299999,19.35,1,35521,0.0,4372,1,1,1,1
367668,amjith/pgcli,Python,0.9,2,1,0.211044,106.400002,36.400002,1,3296,0.288379,4276,1,1,1,1
560274,yangyangwithgnu/hardseed,Python,0.0,1,0,0.12388,20.75,2.125,1,3075,0.0,4233,0,1,1,1
1397512,lra/mackup,Python,0.727273,22,1,0.363636,49.695652,22.086958,1,1837,0.381327,4190,1,1,1,1
1639578,spotify/luigi,Python,0.891026,19,1,0.210379,67.375,22.125,1,24922,0.510022,4146,1,1,1,1
1846026,docopt/docopt,Python,1.0,1,1,0.334788,11.485714,7.114286,1,1086,0.0,4132,1,1,1,1
144866,Ajenti/ajenti,Python,0.95122,1,0,0.129014,47.5,1.0,1,32359,0.012535,4107,1,1,1,1
1853118,samuelclay/NewsBlur,Python,0.827068,1,0,0.165587,120.826088,9.826087,1,429351,0.043985,4107,1,1,1,1
1851864,kivy/kivy,Python,0.930591,10,1,0.095064,163.788467,62.134617,1,83769,0.078702,4050,1,1,1,1
1846901,joelthelion/autojump,Python,0.636364,3,1,0.195465,6.653846,5.288462,1,3047,0.043889,3983,1,1,1,1
1585956,gleitz/howdoi,Python,0.75,8,1,0.063452,8.0,3.75,1,372,0.236842,3911,1,1,1,1
788624,scrapinghub/portia,Python,0.819277,2,1,0.094969,48.307693,14.0,1,22044,0.239092,3871,1,1,1,1
433577,sophron/wifiphisher,Python,0.0,3,0,0.061132,17.166668,17.333332,1,1287,0.0,3865,1,1,1,1
1850536,kennethreitz/legit,Python,0.5,3,1,0.137079,6.261905,2.761905,1,773,0.0,3854,1,1,1,1
257571,facebookarchive/huxley,Python,0.833333,1,0,0.173522,3.578947,0.052632,1,741,0.069193,3837,1,0,1,1
707470,odoo/odoo,Python,0.693064,65,0,0.111027,994.666687,60.333332,1,734692,0.04107,3808,1,1,1,1
1850010,webpy/webpy,Python,0.923077,3,1,0.294241,6.981481,1.953704,1,7764,0.074201,3743,1,1,1,1
826988,thumbor/thumbor,Python,0.806061,7,1,0.152473,19.684212,11.473684,1,240357,0.042666,3687,1,1,1,1
1848748,liftoff/GateOne,Python,0.655738,1,0,0.132703,12.146341,10.02439,1,126789,0.043056,3686,1,1,1,1
1555692,harelba/q,Python,0.666667,1,0,0.110635,8.028571,2.8,1,2659,0.0,3638,0,1,1,1
1720445,bottlepy/bottle,Python,1.0,2,1,0.145003,20.661764,1.470588,1,5258,0.501275,3543,1,1,1,1
1787269,joke2k/Faker,Python,0.988372,10,1,0.045485,20.214287,8.071429,1,19991,0.013288,3522,1,1,1,1
289454,karpathy/neuraltalk,Python,0.923077,2,0,0.149077,5.666667,4.666667,0,1988,0.0,3380,0,1,1,1
481969,fastmonkeys/stellar,Python,1.0,3,1,0.025057,23.5,5.75,1,906,0.06974,3313,1,1,1,1
1851723,matplotlib/matplotlib,Python,0.972256,22,1,0.225578,97.084511,31.605635,1,206854,0.14281,3308,1,1,1,1
910928,torchbox/wagtail,Python,0.715877,4,1,0.099331,300.142853,82.071426,1,58981,0.530295,3291,1,1,1,1
1599648,locustio/locust,Python,0.967742,5,1,0.14814,11.77193,4.45614,1,3841,0.342848,3236,1,1,1,1
1852087,tweepy/tweepy,Python,0.884615,8,1,0.036152,16.119404,8.746269,1,22252,0.299525,3208,1,1,1,1
19114,google/yapf,Python,0.947368,2,1,0.444999,0.0,0.0,1,4113,0.0,3207,0,0,1,0
1655831,sivel/speedtest-cli,Python,1.0,1,1,0.121483,5.966667,4.9,1,730,0.0,3178,1,1,1,1
1853170,github/markup,Python,0.0,11,1,0.013029,7.625,7.59375,1,1137,0.0,3145,1,1,1,1
1847484,midgetspy/Sick-Beard,Python,0.926431,3,1,0.153693,58.380951,15.142857,1,89927,0.016376,3111,1,1,1,1
1848445,nltk/nltk,Python,1.0,5,0,0.107556,60.535713,5.613095,1,1006,0.462151,3097,1,1,1,1
750835,mitsuhiko/click,Python,0.925926,3,1,0.229384,58.818184,28.0,1,6244,0.266531,3072,1,1,1,1
1747441,mitsuhiko/jinja2,Python,0.95,2,1,0.240539,14.206186,4.57732,1,11426,0.270882,3066,1,1,1,1
1572074,jisaacks/GitGutter,Python,1.0,17,0,0.054913,8.148148,7.851852,1,821,0.0,3034,1,1,1,1
1847226,newsapps/beeswithmachineguns,Python,0.6,11,0,0.141975,2.716981,1.943396,1,563,0.0,3024,1,1,1,1
1608414,tgalal/yowsup,Python,0.975904,1,1,0.025628,25.518518,25.296295,1,7967,0.076691,3021,1,1,1,1
1852861,Theano/Theano,Python,0.938144,13,1,0.278378,211.465118,31.860464,1,133188,0.692635,3013,1,1,1,1
1591765,nicolaiarocci/eve,Python,0.819672,1,1,0.283495,76.60714,20.892857,1,10066,0.113854,3009,1,1,1,1
1626729,StevenBlack/hosts,Python,0.0,3,0,0.11985,3.090909,0.333333,1,332,0.0,2930,1,0,1,1
1603340,quantopian/zipline,Python,0.898305,7,1,0.264494,103.973686,15.026316,1,17987,0.727198,2915,1,1,1,1
1852014,toastdriven/django-tastypie,Python,0.564706,20,1,0.168298,19.446428,23.767857,1,13849,0.56905,2897,1,1,1,1
1588767,crsmithdev/arrow,Python,0.888889,9,1,0.05119,17.464287,7.321429,1,4081,0.367233,2887,1,1,1,1
985480,codelucas/newspaper,Python,0.857143,1,0,0.070197,25.214287,9.428571,1,159133,0.106526,2873,1,1,1,1
1851352,benoitc/gunicorn,Python,0.82659,9,1,0.203434,36.73016,16.190475,1,14043,0.045846,2849,1,1,1,1
1852355,klen/python-mode,Python,0.955823,1,1,0.185781,17.794872,11.538462,1,41923,0.0,2818,1,1,1,1
1286901,sloria/TextBlob,Python,0.977778,1,1,0.160472,23.4375,5.1875,1,8190,0.661301,2813,1,1,1,1
1698938,mwaskom/seaborn,Python,0.927536,2,1,0.266262,61.727272,15.030303,1,12710,0.342233,2810,1,1,1,1
919790,inboxapp/inbox,Python,0.785047,5,0,0.184004,239.785721,9.428571,1,28438,0.280013,2783,1,1,1,1
314117,wbond/package_control,Python,0.961165,1,0,0.237382,18.27907,5.511628,0,11539,0.168671,2772,0,1,1,1
1852225,wbond/sublime_package_control,Python,0.942529,1,0,0.314108,13.263158,19.815788,0,6180,0.0,2772,0,1,1,1
1166525,balloob/home-assistant,Python,0.980583,1,1,0.20949,55.388889,4.444444,1,11115,0.190658,2759,1,1,1,1
